,theorem_id,throrem_titles,theorem_contents,theorem_refs,ref_ids,retrieved_3,retrieved_5,retrieved_10,retrieved_50,P@3,P@5,P@10,P@50,R@3,R@5,R@10,R@50,RR,self_retrieve
11979,17977,Unit of Ring of Mappings iff Image is Subset of Ring Units,"Let $\struct {R, +, \circ}$ be a [[Definition:Ring with Unity|ring]] with [[Definition:Unity of Ring|unity]] $1_R$.Let $U_R$ be the [[Definition:Set|set]] of [[Definition:Unit of Ring|units]] in $R$.Let $S$ be a [[Definition:Set|set]].Let $\struct {R^S, +', \circ'}$ be the [[Definition:Ring of Mappings|ring of mappings]] on the [[Definition:Set|set]] of [[Definition:Mapping|mappings]] $R^S$.Then::$f \in R^S$ is a [[Definition:Unit of Ring|unit]] of $R^S$ {{iff}} $\Img f \subseteq U_R$where $\Img f$ is the [[Definition:Image of Mapping|image]] of $f$.In this case, the [[Definition:Inverse Element|inverse]] of $f$ is the [[Definition:Mapping|mapping]] $f^{-1} : S \to U_R$ defined by::$\forall x \in S : \map {f^{-1} } x = \map f x^{-1}$","['Definition:Ring with Unity', 'Definition:Unity (Abstract Algebra)/Ring', 'Definition:Set', 'Definition:Unit of Ring', 'Definition:Set', 'Definition:Ring of Mappings', 'Definition:Set', 'Definition:Mapping', 'Definition:Unit of Ring', 'Definition:Image (Set Theory)/Mapping/Mapping', 'Definition:Inverse (Abstract Algebra)/Inverse', 'Definition:Mapping']","[19994, 19991, 19734, 19995, 19734, 30305, 19734, 19827, 19995, 22474, 22112, 19827]","[29759, 19995, 30312]","[29759, 19995, 30312, 30311, 30323]","[29759, 19995, 30312, 30311, 30323, 30305, 30320, 23471, 30315, 30316]","[29759, 19995, 30312, 30311, 30323, 30305, 30320, 23471, 30315, 30316, 30310, 29591, 25076, 29348, 22966, 30068, 20879, 20198, 30399, 19989, 28680, 19994, 30309, 29275, 19997, 30313, 27858, 28990, 23898, 19904, 29969, 21604, 25680, 28719, 20016, 30287, 21258, 29196, 22026, 29083, 27374, 28720, 19991, 29973, 22130, 28811, 29592, 22647, 25739, 29063]",0.3333333333333333,0.2,0.2,0.08,0.125,0.125,0.25,0.5,0.5,False
11980,17978,Mapping is Bijection iff Composite with Direct Image Mapping with Complementation Commutes,Let $S$ and $T$ be [[Definition:Set|sets]].Let $f: S \to T$ be a [[Definition:Mapping|mapping]].Then::$f$ is a [[Definition:Bijection|bijection]]{{iff}}::$f^\to \circ \complement_S = \complement_T \circ f^\to$where::$f^\to: \powerset S \to \powerset T$ denotes the [[Definition:Direct Image Mapping of Mapping|direct image mapping]] of $f$:$\complement_S: \powerset S \to \powerset S$ denotes the [[Definition:Relative Complement|complement relative to $S$]]:$\complement_T: \powerset T \to \powerset T$ denotes the [[Definition:Relative Complement|complement relative to $T$]]:$\powerset S$ and $\powerset T$ denote the [[Definition:Power Set|power sets]] of $S$ and $T$ respectively.,"['Definition:Set', 'Definition:Mapping', 'Definition:Bijection', 'Definition:Direct Image Mapping/Mapping', 'Definition:Relative Complement', 'Definition:Relative Complement', 'Definition:Power Set']","[19734, 19827, 19897, 25757, 19854, 19854, 19847]","[31799, 25757, 29602]","[31799, 25757, 29602, 21101, 28942]","[31799, 25757, 29602, 21101, 28942, 29601, 31801, 25759, 29598, 25758]","[31799, 25757, 29602, 21101, 28942, 29601, 31801, 25759, 29598, 25758, 29705, 19854, 29736, 29734, 19839, 29710, 30261, 21737, 20407, 21740, 24301, 19859, 29597, 24463, 22418, 29341, 29340, 20343, 22258, 23423, 30677, 32308, 25559, 19870, 28989, 21173, 21174, 22474, 21739, 25077, 25761, 19847, 25076, 22068, 22336, 30673, 24934, 19827, 21377, 24519]",0.3333333333333333,0.2,0.1,0.08,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,False
11981,17979,Relative Complement Mapping on Powerset is Bijection,Let $S$ be a [[Definition:Set|set]].Let $\complement_S: \powerset S \to \powerset S$ denote the [[Definition:Relative Complement|relative complement mapping]] on the [[Definition:Power Set|power set]] of $S$.Then $\complement_S$ is a [[Definition:Bijection|bijection]].Thus each $T \subseteq S$ is in [[Definition:Bijection|one-to-one correspondence]] with its [[Definition:Relative Complement|relative complement]].,"['Definition:Set', 'Definition:Relative Complement', 'Definition:Power Set', 'Definition:Bijection', 'Definition:Bijection', 'Definition:Relative Complement']","[19734, 19854, 19847, 19897, 19897, 19854]","[19854, 29710, 19859]","[19854, 29710, 19859, 20407, 22418]","[19854, 29710, 19859, 20407, 22418, 21737, 24934, 25559, 21740, 29341]","[19854, 29710, 19859, 20407, 22418, 21737, 24934, 25559, 21740, 29341, 29340, 32308, 26587, 19870, 31296, 21755, 21739, 30261, 19897, 28464, 29715, 28989, 25111, 24519, 27410, 28465, 21744, 22236, 24303, 28315, 29257, 32180, 24463, 19847, 24514, 19898, 25649, 33113, 22822, 32181, 27695, 30825, 24673, 23774, 21748, 24301, 31439, 24520, 29755, 20620]",0.3333333333333333,0.2,0.1,0.06,0.25,0.25,0.25,0.75,1.0,False
11982,17985,Complement of Direct Image Mapping of Injection equals Direct Image of Complement,Let $f: S \to T$ be an [[Definition:Injection|injection]].Let $f^\to: \powerset S \to \powerset T$ denote the [[Definition:Direct Image Mapping of Mapping|direct image mapping]] of $f$.Then::$\forall A \in \powerset S: \map {\paren {\complement_{\Img f} \circ f^\to} } A = \map {\paren {f^\to \circ \complement_S} } A$where $\circ$ denotes [[Definition:Composition of Mappings|composition of mappings]].,"['Definition:Injection', 'Definition:Direct Image Mapping/Mapping', 'Definition:Composition of Mappings']","[19892, 25757, 19886]","[31799, 25757, 29602]","[31799, 25757, 29602, 21101, 28942]","[31799, 25757, 29602, 21101, 28942, 29601, 25739, 29598, 32306, 25963]","[31799, 25757, 29602, 21101, 28942, 29601, 25739, 29598, 32306, 25963, 31801, 25741, 25758, 19886, 24632, 30291, 19899, 22410, 25759, 25077, 21173, 21174, 32310, 29720, 21377, 25076, 29597, 25761, 30292, 32312, 30316, 25740, 22474, 19856, 21991, 19892, 24449, 32292, 32311, 32958, 30305, 22261, 25605, 21448, 22113, 29596, 29736, 22264, 29734, 29705]",0.3333333333333333,0.2,0.1,0.06,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,False
11983,17986,Direct Image of Inverse Image of Direct Image equals Direct Image Mapping,Let $f: S \to T$ be a [[Definition:Mapping|mapping]].Let::$f^\to: \powerset S \to \powerset T$ denote the [[Definition:Direct Image Mapping of Mapping|direct image mapping]] of $f$:$f^\gets: \powerset T \to \powerset S$ denote the [[Definition:Inverse Image Mapping of Mapping|inverse image mapping]] of $f$where $\powerset S$ denotes the [[Definition:Power Set|power set]] of $S$.Then::$f^\to \circ f^\gets \circ f^\to = f^\to$where $\circ$ denotes [[Definition:Composition of Mappings|composition of mappings]].,"['Definition:Mapping', 'Definition:Direct Image Mapping/Mapping', 'Definition:Inverse Image Mapping/Mapping', 'Definition:Power Set', 'Definition:Composition of Mappings']","[19827, 25757, 25761, 19847, 19886]","[29602, 31799, 25757]","[29602, 31799, 25757, 28942, 21101]","[29602, 31799, 25757, 28942, 21101, 31801, 25759, 29601, 29598, 25761]","[29602, 31799, 25757, 28942, 21101, 31801, 25759, 29601, 29598, 25761, 25077, 22474, 21173, 21174, 25076, 25758, 19899, 32310, 21377, 22261, 24301, 32306, 29597, 25963, 22264, 32311, 25739, 25760, 24632, 20474, 19827, 19864, 25342, 29246, 32312, 25741, 22707, 26954, 22410, 19904, 22161, 22472, 21121, 20671, 20990, 24300, 29720, 30292, 32959, 29596]",0.3333333333333333,0.2,0.2,0.06,0.2,0.2,0.4,0.6,0.3333333333333333,False
11984,17987,Inverse Image of Direct Image of Inverse Image equals Inverse Image Mapping,Let $f: S \to T$ be a [[Definition:Mapping|mapping]].Let::$f^\to: \powerset S \to \powerset T$ denote the [[Definition:Direct Image Mapping of Mapping|direct image mapping]] of $f$:$f^\gets: \powerset T \to \powerset S$ denote the [[Definition:Inverse Image Mapping of Mapping|inverse image mapping]] of $f$where $\powerset S$ denotes the [[Definition:Power Set|power set]] of $S$.Then::$f^\gets \circ f^\to \circ f^\gets = f^\gets$where $\circ$ denotes [[Definition:Composition of Mappings|composition of mappings]].,"['Definition:Mapping', 'Definition:Direct Image Mapping/Mapping', 'Definition:Inverse Image Mapping/Mapping', 'Definition:Power Set', 'Definition:Composition of Mappings']","[19827, 25757, 25761, 19847, 19886]","[29602, 31801, 31799]","[29602, 31801, 31799, 25757, 28942]","[29602, 31801, 31799, 25757, 28942, 29601, 29598, 21101, 25759, 25761]","[29602, 31801, 31799, 25757, 28942, 29601, 29598, 21101, 25759, 25761, 25077, 22474, 21173, 29597, 21174, 25076, 19899, 25758, 22261, 32310, 21377, 32306, 24301, 32311, 25963, 22264, 25760, 25739, 24632, 20474, 19827, 19864, 32312, 25342, 22707, 26954, 25741, 22410, 29246, 22472, 22161, 21121, 20671, 19904, 20990, 24300, 32959, 22263, 29014, 30292]",0.0,0.2,0.2,0.06,0.0,0.2,0.4,0.6,0.25,False
11985,17989,Graph of Real Function in Cartesian Plane intersects Vertical at One Point,"Let $f: \R \to \R$ be a [[Definition:Real Function|real function]].Let its [[Definition:Graph of Mapping|graph]] be embedded in the [[Definition:Cartesian Plane|Cartesian plane]] $\mathcal C$::[[File:Graph-of-function-intersect-vertical.png|520px]]Every [[Definition:Vertical Line|vertical line]] through a [[Definition:Point|point]] $a$ in the [[Definition:Domain of Mapping|domain]] of $f$ [[Definition:Intersection (Geometry)|intersects]] the [[Definition:Graph of Mapping|graph]] of $f$ at [[Definition:Unique|exactly one]] [[Definition:Point|point]] $P = \tuple {a, \map f a}$.","['Definition:Real Function', 'Definition:Graph of Mapping', 'Definition:Cartesian Plane', 'Definition:Vertical Line', 'Definition:Point', 'Definition:Domain (Set Theory)/Mapping', 'Definition:Intersection (Geometry)', 'Definition:Graph of Mapping', 'Definition:Unique', 'Definition:Point']","[20083, 19885, 24208, 25148, 20151, 22161, 21103, 19885, 22116, 20151]","[26103, 26423, 20561]","[26103, 26423, 20561, 26424, 25148]","[26103, 26423, 20561, 26424, 25148, 26383, 26384, 24019, 20760, 20788]","[26103, 26423, 20561, 26424, 25148, 26383, 26384, 24019, 20760, 20788, 20839, 22166, 26104, 20768, 20668, 31289, 20786, 20764, 20784, 20780, 20759, 20835, 20834, 20965, 20439, 20853, 19880, 20437, 20667, 30453, 31313, 20642, 20770, 20790, 22452, 31312, 25847, 24028, 20436, 21433, 20793, 31125, 20838, 23991, 25949, 20858, 23081, 20855, 26448, 24010]",0.0,0.2,0.1,0.02,0.0,0.125,0.125,0.125,0.2,False
11986,17990,Equation of Vertical Line,"Let $\mathcal L$ be a [[Definition:Vertical Line|vertical line]] embedded in the [[Definition:Cartesian Plane|Cartesian plane]] $\mathcal C$.Then the [[Definition:Equation of Geometric Figure|equation]] of $\mathcal L$ can be given by::$x = a$where $\tuple {a, 0}$ is the [[Definition:Point|point]] at which $\mathcal L$ [[Definition:Intersection (Geometry)|intersects]] the [[Definition:X-Axis|$x$-axis]].:[[File:Graph-of-vertical-line.png|520px]]","['Definition:Vertical Line', 'Definition:Cartesian Plane', 'Definition:Equation of Geometric Figure', 'Definition:Point', 'Definition:Intersection (Geometry)', 'Definition:Axis/X-Axis']","[25148, 24208, 25822, 20151, 21103, 24214]","[25148, 26383, 26384]","[25148, 26383, 26384, 31988, 31987]","[25148, 26383, 26384, 31988, 31987, 31986, 26389, 31990, 31996, 26387]","[25148, 26383, 26384, 31988, 31987, 31986, 26389, 31990, 31996, 26387, 24208, 29909, 26103, 30116, 26381, 26963, 30591, 22166, 23760, 26964, 23749, 29908, 25209, 29907, 25704, 30575, 21711, 21957, 28468, 31902, 26104, 23517, 26676, 24266, 24265, 24277, 24273, 24931, 31922, 26423, 26382, 21915, 24267, 24262, 26924, 24268, 24202, 31982, 24210, 24209]",0.3333333333333333,0.2,0.1,0.04,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,False
11987,17991,Equation of Horizontal Line,"Let $\mathcal L$ be a [[Definition:Horizontal Line|horizontal line]] embedded in the [[Definition:Cartesian Plane|Cartesian plane]] $\mathcal C$.Then the [[Definition:Equation of Geometric Figure|equation]] of $\mathcal L$ can be given by::$y = b$where $\tuple {0, b}$ is the [[Definition:Point|point]] at which $\mathcal L$ [[Definition:Intersection (Geometry)|intersects]] the [[Definition:Y-Axis|$y$-axis]].:[[File:Graph-of-horizontal-line.png|520px]]","['Definition:Horizontal Line', 'Definition:Cartesian Plane', 'Definition:Equation of Geometric Figure', 'Definition:Point', 'Definition:Intersection (Geometry)', 'Definition:Axis/Y-Axis']","[25147, 24208, 25822, 20151, 21103, 24215]","[26388, 25147, 26385]","[26388, 25147, 26385, 22175, 26389]","[26388, 25147, 26385, 22175, 26389, 26387, 31987, 31986, 31988, 24208]","[26388, 25147, 26385, 22175, 26389, 26387, 31987, 31986, 31988, 24208, 31990, 31996, 26386, 29909, 26103, 30116, 30576, 26963, 23760, 26964, 23749, 29908, 29907, 30980, 25704, 21711, 21957, 28468, 31902, 26104, 23517, 26676, 24266, 24265, 24277, 24273, 24931, 31922, 26423, 21915, 24267, 24262, 26924, 24268, 24202, 24209, 31982, 24210, 20149, 26424]",0.3333333333333333,0.2,0.2,0.04,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,False
11988,17992,Unit of Ring of Mappings iff Image is Subset of Ring Units/Image is Subset of Ring Units implies Unit of Ring of Mappings,"Let $\struct {R, +, \circ}$ be a [[Definition:Ring with Unity|ring]] with [[Definition:Unity of Ring|unity]] $1_R$.Let $U_R$ be the [[Definition:Set|set]] of [[Definition:Unit of Ring|units]] in $R$.Let $S$ be a [[Definition:Set|set]].Let $\struct {R^S, +', \circ'}$ be the [[Definition:Ring of Mappings|ring of mappings]] on the [[Definition:Set|set]] of [[Definition:Mapping|mappings]] $R^S$.Let $\Img f \subseteq U_R$ where $\Img f$ is the [[Definition:Image of Mapping|image]] of $f$.Then::$f \in R^S$ is a [[Definition:Unit of Ring|unit]] of $R^S$and the [[Definition:Inverse Element|inverse]] of $f$ is the [[Definition:Mapping|mapping]] $f^{-1} : S \to U_R$ defined by::$\forall x \in S : \map {f^{-1}} {x} = \map f x^{-1}$","['Definition:Ring with Unity', 'Definition:Unity (Abstract Algebra)/Ring', 'Definition:Set', 'Definition:Unit of Ring', 'Definition:Set', 'Definition:Ring of Mappings', 'Definition:Set', 'Definition:Mapping', 'Definition:Image (Set Theory)/Mapping/Mapping', 'Definition:Unit of Ring', 'Definition:Inverse (Abstract Algebra)/Inverse', 'Definition:Mapping']","[19994, 19991, 19734, 19995, 19734, 30305, 19734, 19827, 22474, 19995, 22112, 19827]","[29759, 19995, 30312]","[29759, 19995, 30312, 30323, 30311]","[29759, 19995, 30312, 30323, 30311, 30305, 30320, 23471, 30315, 30316]","[29759, 19995, 30312, 30323, 30311, 30305, 30320, 23471, 30315, 30316, 29591, 30310, 29348, 25076, 20879, 20198, 22966, 19989, 30399, 30068, 28680, 29275, 19994, 19904, 23898, 19997, 30313, 30309, 28990, 29969, 27858, 28719, 30287, 20016, 25680, 21604, 29196, 22026, 21258, 29083, 27374, 29973, 22647, 28720, 22130, 28811, 19991, 29592, 20671, 25739]",0.3333333333333333,0.2,0.2,0.08,0.125,0.125,0.25,0.5,0.5,False
11989,17993,Unit of Ring of Mappings iff Image is Subset of Ring Units/Unit of Ring of Mappings implies Image is Subset of Ring Units,"Let $\struct {R, +, \circ}$ be a [[Definition:Ring with Unity|ring]] with [[Definition:Unity of Ring|unity]] $1_R$.Let $U_R$ be the [[Definition:Set|set]] of [[Definition:Unit of Ring|units]] in $R$.Let $S$ be a [[Definition:Set|set]].Let $\struct {R^S, +', \circ'}$ be the [[Definition:Ring of Mappings|ring of mappings]] on the [[Definition:Set|set]] of [[Definition:Mapping|mappings]] $R^S$.Let $f \in R^S$ be a [[Definition:Unit of Ring|unit]] of $R^S$.Then::$\Img f \subseteq U_R$where $\Img f$ is the [[Definition:Image of Mapping|image]] of $f$.In which case, the [[Definition:Inverse Element|inverse]] of $f$ is the [[Definition:Mapping|mapping]] $f^{-1} : S \to U_R$ defined by::$\forall x \in S : \map {f^{-1} } x = \map f x^{-1}$","['Definition:Ring with Unity', 'Definition:Unity (Abstract Algebra)/Ring', 'Definition:Set', 'Definition:Unit of Ring', 'Definition:Set', 'Definition:Ring of Mappings', 'Definition:Set', 'Definition:Mapping', 'Definition:Unit of Ring', 'Definition:Image (Set Theory)/Mapping/Mapping', 'Definition:Inverse (Abstract Algebra)/Inverse', 'Definition:Mapping']","[19994, 19991, 19734, 19995, 19734, 30305, 19734, 19827, 19995, 22474, 22112, 19827]","[29759, 19995, 30312]","[29759, 19995, 30312, 30323, 30311]","[29759, 19995, 30312, 30323, 30311, 30305, 30320, 23471, 30315, 30316]","[29759, 19995, 30312, 30323, 30311, 30305, 30320, 23471, 30315, 30316, 30310, 29591, 29348, 25076, 20879, 30399, 22966, 20198, 19989, 28680, 30068, 29275, 30313, 19994, 27858, 30309, 19997, 23898, 19904, 28990, 25680, 29969, 30287, 21604, 28719, 20016, 29196, 29083, 22026, 27374, 21258, 20671, 28811, 29973, 28720, 19991, 22647, 29592, 22130, 29063]",0.3333333333333333,0.2,0.2,0.08,0.125,0.125,0.25,0.5,0.5,False
11990,17994,Graph of Real Surjection in Coordinate Plane intersects Every Horizontal Line,"Let $f: \R \to \R$ be a [[Definition:Real Function|real function]] which is [[Definition:Surjection|surjective]].Let its [[Definition:Graph of Mapping|graph]] be embedded in the [[Definition:Cartesian Plane|Cartesian plane]] $\mathcal C$::[[File:Graph-of-surjection-intersect-horizontal.png|520px]]Every [[Definition:Horizontal Line|horizontal line]] through a [[Definition:Point|point]] $b$ in the [[Definition:Codomain of Mapping|codomain]] of $f$ [[Definition:Intersection (Geometry)|intersects]] the [[Definition:Graph of Mapping|graph]] of $f$ on at least one [[Definition:Point|point]] $P = \tuple {a, b}$ where $b = \map f a$.","['Definition:Real Function', 'Definition:Surjection', 'Definition:Graph of Mapping', 'Definition:Cartesian Plane', 'Definition:Horizontal Line', 'Definition:Point', 'Definition:Codomain (Set Theory)/Mapping', 'Definition:Intersection (Geometry)', 'Definition:Graph of Mapping', 'Definition:Point']","[20083, 19895, 19885, 24208, 25147, 20151, 22159, 21103, 19885, 20151]","[26103, 22175, 26388]","[26103, 22175, 26388, 25147, 20561]","[26103, 22175, 26388, 25147, 20561, 26423, 26385, 26424, 24019, 20760]","[26103, 22175, 26388, 25147, 20561, 26423, 26385, 26424, 24019, 20760, 20788, 20839, 26104, 20668, 20768, 20780, 20786, 20764, 20784, 20759, 20834, 20835, 20439, 20965, 20853, 31289, 19880, 20437, 20667, 20642, 20790, 31313, 20770, 22452, 31312, 20436, 25847, 24028, 26389, 21433, 20793, 26448, 20838, 23991, 25949, 24010, 20858, 20855, 20919, 20785]",0.0,0.2,0.1,0.02,0.0,0.125,0.125,0.125,0.25,False
11991,17995,Graph of Real Injection in Coordinate Plane intersects Horizontal Line at most Once,"Let $f: \R \to \R$ be a [[Definition:Real Function|real function]] which is [[Definition:Injection|injective]].Let its [[Definition:Graph of Mapping|graph]] be embedded in the [[Definition:Cartesian Plane|Cartesian plane]] $\mathcal C$::[[File:Graph-of-injection-intersect-horizontal.png|520px]]Let $\mathcal L$ be a [[Definition:Horizontal Line|horizontal line]] through a [[Definition:Point|point]] $b$ in the [[Definition:Codomain of Mapping|codomain]] of $f$.Then $\mathcal L$ [[Definition:Intersection (Geometry)|intersects]] the [[Definition:Graph of Mapping|graph]] of $f$ on at most one [[Definition:Point|point]] $P = \tuple {a, b}$ where $b = \map f a$.","['Definition:Real Function', 'Definition:Injection', 'Definition:Graph of Mapping', 'Definition:Cartesian Plane', 'Definition:Horizontal Line', 'Definition:Point', 'Definition:Codomain (Set Theory)/Mapping', 'Definition:Intersection (Geometry)', 'Definition:Graph of Mapping', 'Definition:Point']","[20083, 19892, 19885, 24208, 25147, 20151, 22159, 21103, 19885, 20151]","[26103, 22175, 26388]","[26103, 22175, 26388, 25147, 20561]","[26103, 22175, 26388, 25147, 20561, 26423, 26385, 26424, 24019, 20760]","[26103, 22175, 26388, 25147, 20561, 26423, 26385, 26424, 24019, 20760, 20788, 26104, 20839, 20768, 20668, 20835, 20780, 20764, 20759, 20786, 20784, 20834, 20439, 20965, 20853, 20437, 31289, 19880, 22452, 20642, 20667, 20790, 31313, 20436, 31312, 25847, 20770, 26448, 23991, 24028, 26389, 21433, 20838, 24010, 20858, 22754, 20919, 25949, 20855, 20785]",0.0,0.2,0.1,0.02,0.0,0.125,0.125,0.125,0.25,False
11992,17996,Graph of Real Bijection in Coordinate Plane intersects Horizontal Line at One Point,"Let $f: \R \to \R$ be a [[Definition:Real Function|real function]] which is [[Definition:Bijection|bijective]].Let its [[Definition:Graph of Mapping|graph]] be embedded in the [[Definition:Cartesian Plane|Cartesian plane]] $\mathcal C$::[[File:Graph-of-bijection-intersect-horizontal.png|520px]]Every [[Definition:Horizontal Line|horizontal line]] through a [[Definition:Point|point]] $b$ in the [[Definition:Codomain of Mapping|codomain]] of $f$ [[Definition:Intersection (Geometry)|intersects]] the [[Definition:Graph of Mapping|graph]] of $f$ on [[Definition:Unique|exactly one]] [[Definition:Point|point]] $P = \tuple {a, b}$ where $b = \map f a$.","['Definition:Real Function', 'Definition:Bijection', 'Definition:Graph of Mapping', 'Definition:Cartesian Plane', 'Definition:Horizontal Line', 'Definition:Point', 'Definition:Codomain (Set Theory)/Mapping', 'Definition:Intersection (Geometry)', 'Definition:Graph of Mapping', 'Definition:Unique', 'Definition:Point']","[20083, 19897, 19885, 24208, 25147, 20151, 22159, 21103, 19885, 22116, 20151]","[22175, 26103, 26388]","[22175, 26103, 26388, 25147, 20561]","[22175, 26103, 26388, 25147, 20561, 26423, 26385, 26424, 24019, 20760]","[22175, 26103, 26388, 25147, 20561, 26423, 26385, 26424, 24019, 20760, 20788, 20839, 20668, 20768, 26104, 20786, 20784, 20759, 20834, 20835, 20764, 20780, 20439, 20965, 20853, 19880, 31289, 20437, 20667, 20790, 20642, 20770, 22452, 31313, 31312, 25847, 24028, 20436, 26389, 21433, 20793, 26448, 23991, 20838, 24010, 25949, 20858, 20855, 20083, 22754]",0.0,0.2,0.1,0.04,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.25,False
11993,17997,Composite of Surjection on Injection is not necessarily Either,Let $f$ be an [[Definition:Injection|injection]].Let $g$ be a [[Definition:Surjection|surjection]].Let $g \circ f$ denote the [[Definition:Composition of Mappings|composition]] of $g$ with $f$.Then it is not necessarily the case that $g \circ f$ is either a [[Definition:Surjection|surjection]] or an [[Definition:Injection|injection]].,"['Definition:Injection', 'Definition:Surjection', 'Definition:Composition of Mappings', 'Definition:Surjection', 'Definition:Injection']","[19892, 19895, 19886, 19895, 19892]","[24299, 19892, 29610]","[24299, 19892, 29610, 32970, 32958]","[24299, 19892, 29610, 32970, 32958, 25963, 32348, 21791, 23917, 29714]","[24299, 19892, 29610, 32970, 32958, 25963, 32348, 21791, 23917, 29714, 25741, 21136, 25085, 24631, 24632, 19902, 19968, 32653, 29717, 23138, 25739, 19895, 25737, 19901, 19970, 29716, 27973, 23384, 21591, 21146, 22350, 19886, 25738, 22378, 25222, 27972, 25223, 20846, 20848, 20844, 20845, 22040, 22037, 25583, 29142, 19856, 22616, 23790, 22240, 32582]",0.3333333333333333,0.2,0.1,0.06,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,False
11994,17998,Composition of 3 Mappings where Pairs of Mappings are Bijections,"Let $A$, $B$, $C$ and $D$ be [[Definition:Set|sets]].Let::$f: A \to B$:$g: B \to C$:$h: C \to D$be [[Definition:Mapping|mappings]].Let $g \circ f$ and $h \circ g$ be [[Definition:Bijection|bijections]].Then $f$, $g$ and $h$ are all [[Definition:Bijection|bijections]].","['Definition:Set', 'Definition:Mapping', 'Definition:Bijection', 'Definition:Bijection']","[19734, 19827, 19897, 19897]","[32395, 32287, 19897]","[32395, 32287, 19897, 33113, 29715]","[32395, 32287, 19897, 33113, 29715, 19904, 24301, 29755, 30305, 32256]","[32395, 32287, 19897, 33113, 29715, 19904, 24301, 29755, 30305, 32256, 19900, 19898, 30888, 19891, 30890, 26017, 24303, 24300, 19899, 29720, 24299, 30889, 21448, 22310, 30891, 22489, 25086, 19895, 27425, 25744, 30316, 21173, 26015, 21174, 21398, 19903, 22834, 23363, 20533, 21991, 26014, 22801, 20140, 25605, 25604, 26597, 23622, 19827, 30291, 19823]",0.3333333333333333,0.2,0.1,0.04,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,False
11995,17999,Mapping Composed with Bijection forming Bijection is Bijection,"Let $A$, $B$ and $C$ be [[Definition:Set|sets]].Let $f: A \to B$ and $g: B \to C$ be [[Definition:Mapping|mappings]].Let the [[Definition:Composition of Mappings|composite mapping]] $g \circ f$ be a [[Definition:Bijection|bijection]].Let either $f$ or $g$ be a [[Definition:Bijection|bijection]].Then both $f$ and $g$ are [[Definition:Bijection|bijections]].","['Definition:Set', 'Definition:Mapping', 'Definition:Composition of Mappings', 'Definition:Bijection', 'Definition:Bijection', 'Definition:Bijection']","[19734, 19827, 19886, 19897, 19897, 19897]","[19897, 32287, 32395]","[19897, 32287, 32395, 29715, 33113]","[19897, 32287, 32395, 29715, 33113, 29755, 24301, 19898, 26017, 30888]","[19897, 32287, 32395, 29715, 33113, 29755, 24301, 19898, 26017, 30888, 30890, 24303, 24299, 24300, 32256, 26015, 19900, 25086, 30889, 19903, 26014, 30891, 29140, 29718, 23258, 19886, 24675, 31247, 24676, 19904, 19899, 28696, 19971, 31237, 23362, 21173, 19891, 31238, 21174, 20637, 20041, 22902, 20638, 30305, 30291, 21413, 19827, 24302, 23878, 27973]",0.3333333333333333,0.2,0.1,0.06,0.25,0.25,0.25,0.75,1.0,False
11996,18000,Composite of Three Mappings in Cycle forming Injections and Surjection,"Let $A$, $B$ and $C$ be [[Definition:Non-Empty Set|non-empty]] [[Definition:Set|sets]].Let $f: A \to B$, $g: B \to C$ and $h: C \to A$ be [[Definition:Mapping|mappings]].Let the following hold::$h \circ g \circ f$ is an [[Definition:Injection|injection]]:$f \circ h \circ g$ is an [[Definition:Injection|injection]]:$g \circ f \circ h$ is a [[Definition:Surjection|surjection]].where::$g \circ f$ (and so on) denote [[Definition:Composition of Mappings|composition of mappings]].Then each of $f$, $g$ and $h$ are [[Definition:Bijection|bijections]].","['Definition:Non-Empty Set', 'Definition:Set', 'Definition:Mapping', 'Definition:Injection', 'Definition:Injection', 'Definition:Surjection', 'Definition:Composition of Mappings', 'Definition:Bijection']","[22759, 19734, 19827, 19892, 19892, 19895, 19886, 19897]","[24299, 19892, 20533]","[24299, 19892, 20533, 21991, 21448]","[24299, 19892, 20533, 21991, 21448, 25741, 30305, 22489, 23619, 22310]","[24299, 19892, 20533, 21991, 21448, 25741, 30305, 22489, 23619, 22310, 19823, 29700, 25744, 30316, 21405, 19899, 23612, 22834, 32958, 24714, 23618, 23617, 32609, 32971, 23622, 23917, 19886, 32961, 19984, 23614, 23613, 23611, 19856, 25541, 22885, 23138, 21990, 25085, 22873, 25963, 23609, 29729, 22394, 30291, 29714, 29720, 25632, 24449, 21398, 25604]",0.3333333333333333,0.2,0.1,0.04,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5,False
